image,labels
000000000139.jpg,machine:0.7788;consumer_electronics:0.7788;television:0.7788;structure:0.7442;wood_processed:0.6567;interior_room:0.6557;living_room:0.6548;furniture:0.6063
000000482719.jpg,food:0.8371;fruit:0.8369;banana:0.8369;structure:0.7266;wood_processed:0.7158;furniture:0.3845;cabinet:0.3845;vegetable:0.1785
000000482735.jpg,recreation:0.9330;sport:0.9330;watersport:0.9102;surfing:0.9102;adult:0.7046;people:0.7046;sports_equipment:0.6908;surfboard:0.6846
000000482800.jpg,outdoor:0.9683;grass:0.9683;land:0.9683;adult:0.9380;people:0.9380;clothing:0.6956;baseball_hat:0.6953;hat:0.6953
000000482917.jpg,animal:0.6890;mammal:0.6890;cat:0.6890;feline:0.6890;adult_cat:0.6890;structure:0.6446;machine:0.6240;consumer_electronics:0.6240
000000482970.jpg,music:0.7715;speakers_music:0.7715;structure:0.7178;wood_processed:0.7158;machine:0.7154;consumer_electronics:0.7154;computer:0.7154;laptop:0.6655
000000482978.jpg,machine:0.7891;vehicle:0.7891;train:0.7891;train_real:0.7891;structure:0.4129;train_station:0.4128;outdoor:0.3142;sky:0.3142
000000483050.jpg,bedding:0.8281;housewares:0.8281;structure:0.8130;furniture:0.8108;bed:0.8105;bedroom:0.7256;interior_room:0.7256;lamp:0.4807
000000483531.jpg,structure:0.9648;furniture:0.8947;bed:0.8911;bedroom:0.8867;interior_room:0.8867;bedding:0.8809;housewares:0.8809;art:0.8266
000000483667.jpg,people:0.8867;adult:0.8867;clothing:0.7747;hat:0.7596;headgear:0.7596;structure:0.6162;wood_processed:0.6162;necktie:0.4402
000000483999.jpg,people:0.9329;adult:0.9312;structure:0.8858;interior_room:0.8242;restaurant:0.8242;conveyance:0.7755;portal:0.7755;window:0.7461
000000484029.jpg,outdoor:0.8969;sky:0.8350;blue_sky:0.8350;land:0.7480;plant:0.7456;palm_tree:0.7456;tree:0.7456;road:0.7363
000000484296.jpg,animal:0.9468;mammal:0.9468;ungulates:0.9468;zebra:0.9468;structure:0.7037;wood_natural:0.7036;plant:0.2530;foliage:0.2495
000000484351.jpg,people:0.9181;adult:0.9175;clothing:0.8067;suit:0.8066;structure:0.8045;furniture:0.7599;table:0.7520;bookshelf:0.5972
000000484404.jpg,structure:0.8759;furniture:0.8750;seat:0.8750;material:0.4929;raw_glass:0.4929;people:0.4897;adult:0.4897;machine:0.2695
000000484415.jpg,people:0.1386;adult:0.1384;material:0.0707;textile:0.0703;machine:0.0650;consumer_electronics:0.0650;child:0.0378;structure:0.0377
000000484760.jpg,outdoor:0.8113;sky:0.7810;cloudy:0.7603;structure:0.6268;building:0.5587;tower:0.5547;clock_tower:0.5547;blue_sky:0.4885
000000484893.jpg,structure:0.7751;wood_processed:0.7749;plant:0.7256;straw_hay:0.7256;people:0.7122;child:0.7119;animal:0.2376;mammal:0.2376
000000484978.jpg,people:0.9341;adult:0.9341;structure:0.8537;conveyance:0.7589;portal:0.7589;window:0.7588;utensil:0.6993;tableware:0.6992
000000485027.jpg,recreation:0.9530;sport:0.9530;ballgames:0.9365;tennis:0.9365;sports_equipment:0.7003;racquet:0.7002;people:0.6147;adult:0.6147
000000485071.jpg,liquid:0.7686;ocean:0.7686;water:0.7686;water_body:0.7686;recreation:0.7163;sport:0.7163;watersport:0.7060;surfing:0.7056
000000485130.jpg,structure:0.5444;wood_processed:0.5444;material:0.1077;textile:0.1072;food:0.1024;dessert:0.0861;baked_goods:0.0861;cake:0.0861
000000485237.jpg,machine:0.9199;vehicle:0.9199;aircraft:0.9199;airplane:0.9199;structure:0.8530;airport:0.8530;outdoor:0.3978;sky:0.3957
000000485424.jpg,light:0.5367;lamp:0.5366;container:0.2940;carton:0.2791;art:0.2636;material:0.2592;textile:0.2588;decoration:0.2576
000000485480.jpg,recreation:0.9673;sport:0.9673;ballgames:0.9673;baseball:0.9673;people:0.9312;adult:0.9312;grass:0.8989;land:0.8989
000000485802.jpg,airshow:0.7842;performance:0.7842;recreation:0.7842;outdoor:0.4916;sky:0.4916;cloudy:0.4331;blue_sky:0.3938;machine:0.3762
000000485844.jpg,people:0.8228;adult:0.8228;structure:0.6003;furniture:0.5925;table:0.5811;material:0.4734;textile:0.4727;utensil:0.3438
000000485895.jpg,outdoor:0.9229;grass:0.9229;land:0.9229;animal:0.8892;mammal:0.8892;giraffe:0.8892;ungulates:0.8892;plant:0.2857
000000485972.jpg,tableware:0.9746;utensil:0.9746;plate:0.9331;fork:0.8784;structure:0.3865;wood_processed:0.3865;food:0.2206;baked_goods:0.2204
000000486040.jpg,lamp:0.6738;light:0.6738;machine:0.6127;computer:0.6127;consumer_electronics:0.6127;laptop:0.6123;structure:0.3979;furniture:0.3972
000000486046.jpg,animal:0.9746;mammal:0.9746;ungulates:0.9746;giraffe:0.9746;outdoor:0.6484;structure:0.6387;fence:0.6362;land:0.5518
000000486104.jpg,outdoor:0.9856;grass:0.9580;land:0.9580;structure:0.9575;people:0.8985;recreation:0.8852;adult:0.8638;fence:0.8555
000000486112.jpg,animal:0.8262;mammal:0.8262;ungulates:0.8262;horse:0.8262;people:0.6050;adult:0.6050;structure:0.3857;fence:0.3857
000000486438.jpg,food:0.8857;candy:0.8662;chocolate:0.8662;structure:0.6167;wood_processed:0.6167;baked_goods:0.4985;dessert:0.4985;cake:0.4985
000000486479.jpg,structure:0.8252;wood_processed:0.8252;material:0.6475;textile:0.6475;animal:0.3144;canine:0.3144;dog:0.3144;mammal:0.3144
000000486573.jpg,container:0.4111;vase:0.4111;structure:0.3889;conveyance:0.3028;portal:0.3028;window:0.3027;plant:0.2988;wood_natural:0.2944
000000487583.jpg,structure:0.2447;furniture:0.2162;stool:0.1936;wood_processed:0.1753;utensil:0.1729;tableware:0.1728;table:0.1672;cup:0.1504
000000488075.jpg,structure:0.9415;wood_processed:0.8638;furniture:0.7980;cabinet:0.7397;conveyance:0.6572;portal:0.6572;door:0.6572;sofa:0.5840
000000488166.jpg,structure:0.8876;outdoor:0.8294;building:0.8293;skyscraper:0.8252;tableware:0.8131;utensil:0.8131;plate:0.8071;people:0.7437
000000488251.jpg,blue_sky:0.9355;outdoor:0.9355;sky:0.9355;animal:0.9072;horse:0.9072;mammal:0.9072;ungulates:0.9072;people:0.8521
000000488270.jpg,outdoor:0.9419;sky:0.9189;cloudy:0.8271;blue_sky:0.8237;land:0.7131;hill:0.7129;machine:0.3899;vehicle:0.3899
000000488385.jpg,machine:0.7884;wheel:0.6865;tire:0.6855;vehicle:0.6778;motorcycle:0.6489;bicycle:0.4292;outdoor:0.3032;land:0.3032
000000488592.jpg,people:0.7368;adult:0.7368;machine:0.6694;vehicle:0.6694;bicycle:0.6694;outdoor:0.5899;structure:0.5898;building:0.5791
000000488664.jpg,machine:0.5103;train:0.5103;vehicle:0.5103;train_real:0.5103;structure:0.2697;bridge:0.2451;railroad:0.1684;fence:0.1516
000000488673.jpg,structure:0.9536;furniture:0.9250;cabinet:0.9248;people:0.8998;utensil:0.8096;tableware:0.8096;light:0.7783;candle:0.7783
000000488710.jpg,people:0.7964;adult:0.7964;structure:0.6748;sign:0.6748;document:0.1606;handwriting:0.1606;art:0.1319;teen:0.1199
000000488736.jpg,clock:0.8853;dial:0.8853;machine:0.8853;timepiece:0.8853;structure:0.6789;conveyance:0.6787;portal:0.6787;window:0.6787
000000489014.jpg,outdoor:0.9662;sky:0.9662;cloudy:0.9209;blue_sky:0.8584;boat:0.8110;machine:0.8110;vehicle:0.8110;watercraft:0.8110
000000489046.jpg,plant:0.9317;foliage:0.9092;branch:0.6860;animal:0.5306;bird:0.5306;sparrow:0.5298;hummingbird:0.1499;mangrove:0.0315
000000489091.jpg,structure:0.9789;bathroom:0.8842;interior_room:0.8842;washbasin:0.8818;cabinet:0.8721;furniture:0.8721;conveyance:0.6714;portal:0.6714
000000489305.jpg,utensil:0.8927;structure:0.8918;wood_processed:0.8916;tableware:0.8892;bowl:0.8892;cutting_board:0.4050;food:0.3453;salad:0.3442
000000489339.jpg,people:0.8447;adult:0.8447;recreation:0.7185;sport:0.7185;sports_equipment:0.7138;wetsuit:0.6616;surfboard:0.5386;watersport:0.3101
000000489611.jpg,people:0.7267;child:0.7266;structure:0.6037;wood_processed:0.6006;plant:0.4797;decorative_plant:0.4294;foliage:0.3743;bookshelf:0.2322
000000489764.jpg,people:0.9258;adult:0.9258;structure:0.5635;wood_processed:0.5249;conveyance:0.4002;portal:0.4002;door:0.4001;clothing:0.3596
000000489842.jpg,people:0.8320;child:0.8052;clothing:0.7172;material:0.5503;curtain:0.5483;crowd:0.5112;adult:0.4333;gown:0.2422
000000489924.jpg,clothing:0.6867;footwear:0.6772;shoes:0.6772;sandal:0.6768;jeans:0.3518;high_heel:0.1550;sneaker:0.0996;recreation:0.0673
000000490125.jpg,machine:0.5902;automobile:0.5902;vehicle:0.5902;truck:0.5825;structure:0.5081;conveyance:0.5079;portal:0.5079;window:0.5078
000000490171.jpg,recreation:0.6962;sport:0.6962;sports_equipment:0.6122;surfboard:0.6064;watersport:0.5757;surfing:0.5137;people:0.4766;adult:0.4766
000000490413.jpg,fence:0.8843;structure:0.8843;outdoor:0.6894;land:0.6633;grass:0.6631;sky:0.4612;blue_sky:0.4612;machine:0.3921
000000490470.jpg,boat:0.8704;machine:0.8704;vehicle:0.8704;watercraft:0.8704;sailboat:0.8696;structure:0.8356;mast:0.8330;pole:0.8330
000000490515.jpg,frozen:0.9517;liquid:0.9517;snow:0.9517;water:0.9517;people:0.7652;adult:0.7651;clothing:0.4876;jacket:0.4863
000000490936.jpg,outdoor:0.9139;land:0.9135;road:0.8770;street:0.8770;path:0.7119;sidewalk:0.7119;people:0.7105;adult:0.7104
000000491008.jpg,people:0.8521;adult:0.8521;structure:0.8429;art:0.8079;decoration:0.7710;frame:0.7710;furniture:0.7506;table:0.7495
000000491071.jpg,structure:0.7241;cabinet:0.7241;furniture:0.7241;interior_room:0.0837;kitchen:0.0836;kitchen_countertop:0.0784;light:0.0772;lamp:0.0771
000000491090.jpg,people:0.9395;adult:0.9395;clothing:0.9329;jeans:0.9326;machine:0.8980;vehicle:0.8913;motorcycle:0.8911;wheel:0.4776
000000491130.jpg,frozen:0.6924;liquid:0.6924;snow:0.6924;water:0.6924;people:0.5356;adult:0.5356;recreation:0.5323;sport:0.5323
000000491213.jpg,machine:0.8075;wheel:0.7735;tire:0.7700;vehicle:0.5685;automobile:0.5066;land:0.5058;outdoor:0.5058;car:0.5049
000000491216.jpg,structure:0.8457;conveyance:0.8306;portal:0.8306;window:0.8301;material:0.5443;textile:0.5303;furniture:0.5077;cabinet:0.5005
000000491366.jpg,adult:0.9409;people:0.9409;material:0.7448;curtain:0.7441;machine:0.7408;consumer_electronics:0.7408;television:0.7300;structure:0.6758
000000491464.jpg,outdoor:0.9711;grass:0.9521;land:0.9521;cloudy:0.7847;sky:0.7847;clothing:0.7714;headgear:0.7710;baseball_hat:0.7710
000000491470.jpg,liquid:0.6851;water:0.6851;frozen:0.6851;snow:0.6851;outdoor:0.5144;land:0.5143;structure:0.5075;conveyance:0.5071
000000491497.jpg,material:0.8817;curtain:0.8784;machine:0.7564;consumer_electronics:0.7564;television:0.7563;structure:0.6804;art:0.5677;interior_room:0.5483
000000491613.jpg,animal:0.9590;mammal:0.9590;ungulates:0.9590;zebra:0.9590;structure:0.6138;rocks:0.6138;outdoor:0.3333;land:0.3333
000000491683.jpg,outdoor:0.9786;grass:0.9336;land:0.9336;cloudy:0.8999;sky:0.8999;structure:0.4333;bridge:0.4048;animal:0.3418
000000491725.jpg,machine:0.6255;vehicle:0.6255;watercraft:0.6255;boat:0.6255;sailboat:0.6255;structure:0.5472;harbour:0.5020;mast:0.3904
000000491757.jpg,bedding:0.7583;housewares:0.7583;animal:0.7120;mammal:0.7120;cat:0.7120;feline:0.7120;adult_cat:0.7119;pillow:0.3130
000000491867.jpg,outdoor:0.9816;land:0.9424;grass:0.9424;sky:0.9019;blue_sky:0.9019;people:0.8169;adult:0.8164;art:0.7407
000000492077.jpg,people:0.9357;adult:0.9355;outdoor:0.8314;land:0.8304;road:0.7852;street:0.7852;machine:0.7520;vehicle:0.7520
000000492110.jpg,consumer_electronics:0.6700;machine:0.6700;computer:0.6699;laptop:0.6699;people:0.6230;adult:0.6230;structure:0.5957;wood_processed:0.5371
000000492282.jpg,people:0.9473;adult:0.9473;animal:0.8936;horse:0.8936;mammal:0.8936;ungulates:0.8936;clothing:0.6182;jeans:0.6182
000000492284.jpg,outdoor:0.9393;land:0.9393;grass:0.9370;adult:0.9287;people:0.9287;clothing:0.9134;container:0.8594;luggage:0.8594
000000492362.jpg,people:0.8819;adult:0.8296;clothing:0.7848;jeans:0.7842;child:0.7065;structure:0.5693;sign:0.5653;material:0.5157
000000492758.jpg,light:0.9507;lamp:0.9507;structure:0.9502;furniture:0.8965;chair:0.7944;armchair:0.7944;conveyance:0.7805;portal:0.7805
000000492878.jpg,interior_room:0.4970;bathroom:0.4970;washbasin:0.4409;bathroom_faucet:0.3940;container:0.2678;bottle:0.2678;housewares:0.1570;toy:0.0923
000000492905.jpg,structure:0.7043;furniture:0.6967;table:0.6523;machine:0.6203;consumer_electronics:0.6203;computer:0.6193;computer_monitor:0.6152;desk:0.5078
000000492937.jpg,machine:0.8857;vehicle:0.8726;bicycle:0.8726;wheel:0.5396;tire:0.5396;outdoor:0.1244;land:0.1244;path:0.1238
000000492968.jpg,recreation:0.9426;sport:0.9426;snowboarding:0.8984;winter_sport:0.8984;snowboard:0.7930;sports_equipment:0.7930;people:0.6294;adult:0.6294
000000492992.jpg,animal:0.5617;mammal:0.5617;ungulates:0.5617;cow:0.5615;frozen:0.1345;liquid:0.1345;snow:0.1345;water:0.1345
000000493019.jpg,animal:0.9741;mammal:0.9741;ungulates:0.9741;zebra:0.9741;plant:0.9150;foliage:0.9150;structure:0.6423;fence:0.5747
000000493284.jpg,animal:0.9966;elephant:0.9966;mammal:0.9966;outdoor:0.0465;land:0.0464;grass:0.0464;structure:0.0369;rocks:0.0325
000000493286.jpg,outdoor:0.8809;blue_sky:0.8809;sky:0.8809;machine:0.8782;wheel:0.8094;tire:0.7661;vehicle:0.7242;aircraft:0.7241
000000493334.jpg,food:0.9357;dessert:0.8478;baked_goods:0.8478;cake:0.8478;birthday_cake:0.8477;cake_regular:0.1741;material:0.1631;textile:0.1631
000000493442.jpg,recreation:0.7549;sport:0.7549;clothing:0.7506;headgear:0.7441;helmet:0.7441;frozen:0.7158;liquid:0.7158;snow:0.7158
000000493566.jpg,machine:0.6301;vehicle:0.6301;train:0.6299;train_real:0.6299;structure:0.4184;railroad:0.4175;track_rail:0.4175;fence:0.2397
000000493613.jpg,recreation:0.9042;land:0.8961;outdoor:0.8961;grass:0.8960;skateboard:0.8574;sport:0.8574;sports_equipment:0.8574;skateboarding:0.7266
000000493772.jpg,outdoor:0.4296;sky:0.4246;storm:0.3699;haze:0.3442;people:0.2258;adult:0.2258;land:0.2009;road:0.2009
000000493799.jpg,tableware:0.9874;utensil:0.9874;food:0.9715;vegetable:0.9715;plate:0.9556;carrot:0.9414;fork:0.8584;potato:0.8354
000000493864.jpg,recreation:0.9799;sport:0.9799;sports_equipment:0.9799;wetsuit:0.9756;people:0.7007;adult:0.7007;surfboard:0.6440;outdoor:0.5531
000000493905.jpg,people:0.9719;outdoor:0.9451;grass:0.9321;land:0.9321;adult:0.9136;crowd:0.8960;structure:0.8112;fence:0.7114
000000494188.jpg,outdoor:0.9002;sky:0.8994;blue_sky:0.8994;people:0.8867;adult:0.8867;structure:0.4916;fence:0.4895;clothing:0.4240
000000494427.jpg,consumer_electronics:0.8283;machine:0.8283;computer:0.8281;laptop:0.8281;structure:0.7661;wood_processed:0.7661;cord:0.0520;computer_keyboard:0.0444
000000494634.jpg,structure:0.8421;wood_processed:0.8042;people:0.6279;adult:0.6279;furniture:0.6001;cabinet:0.5996;machine:0.3846;consumer_electronics:0.3845
000000494759.jpg,kite:0.9600;toy:0.9600;outdoor:0.8592;sky:0.8540;cloudy:0.8506;people:0.7876;adult:0.7876;liquid:0.5146
000000494863.jpg,machine:0.7012;vehicle:0.7012;train:0.7012;train_real:0.7012;outdoor:0.4213;land:0.4213;hill:0.4211;structure:0.3661
000000494869.jpg,structure:0.9453;furniture:0.8823;cabinet:0.8823;people:0.8778;adult:0.8472;wood_processed:0.8359;clothing:0.7028;jeans:0.7026
000000494913.jpg,machine:0.8667;consumer_electronics:0.8667;television:0.8667;interior_room:0.8042;living_room:0.8042;structure:0.7788;wood_processed:0.6582;furniture:0.6561
000000495054.jpg,outdoor:0.9773;sky:0.9772;structure:0.9468;airport:0.9468;cloudy:0.9434;machine:0.9400;vehicle:0.9400;aircraft:0.9399
000000495146.jpg,outdoor:0.7648;cloudy:0.7646;sky:0.7646;people:0.7627;adult:0.7627;structure:0.5643;fence:0.5352;pole:0.3808
000000495448.jpg,food:0.9917;baked_goods:0.9512;cake:0.9512;dessert:0.9512;wedding_cake:0.9512;material:0.7949;textile:0.7949;tableware:0.5607
000000495732.jpg,adult:0.9482;people:0.9482;clothing:0.9449;jeans:0.9448;art:0.6363;decoration:0.6353;frame:0.6353;light:0.6313
000000496409.jpg,frozen:0.4138;liquid:0.4138;snow:0.4138;water:0.4138;art:0.1631;illustrations:0.1631;people:0.0649;adult:0.0649
000000496571.jpg,structure:0.8423;utensil:0.8113;tableware:0.8113;wood_processed:0.7681;plate:0.7549;furniture:0.6987;table:0.6987;drinking_glass:0.5718
000000496597.jpg,outdoor:0.9832;sky:0.9585;cloudy:0.9219;land:0.8726;hill:0.8726;liquid:0.8369;water:0.8369;water_body:0.8369
000000496722.jpg,outdoor:0.7571;land:0.7569;container:0.7402;mailbox:0.7402;road:0.7186;street:0.7178;path:0.5381;sidewalk:0.5381
000000496854.jpg,people:0.8868;adult:0.8843;clothing:0.6759;suit:0.6758;celebration:0.6700;ceremony:0.6700;wedding:0.6700;groom:0.6016
000000496954.jpg,tableware:0.9459;utensil:0.9459;plate:0.8887;food:0.8833;citrus_fruit:0.8809;fruit:0.8809;oranges:0.8809;fork:0.8184
000000497344.jpg,people:0.5900;child:0.5811;structure:0.5372;wood_processed:0.5371;machine:0.3735;consumer_electronics:0.3735;baby:0.2996;container:0.1401
000000497568.jpg,machine:0.9155;aircraft:0.9155;airplane:0.9155;vehicle:0.9155;outdoor:0.6304;sky:0.6304;cloudy:0.6304;structure:0.6068
000000497599.jpg,people:0.9487;adult:0.9487;machine:0.3020;consumer_electronics:0.3020;computer:0.3020;laptop:0.3020;clothing:0.2214;jeans:0.2212
000000497628.jpg,structure:0.8317;wood_processed:0.7603;art:0.7595;statue:0.7144;furniture:0.6680;cabinet:0.6519;pillow:0.5308;tool:0.5308
000000497867.jpg,machine:0.9186;automobile:0.9117;vehicle:0.9117;bus:0.9116;outdoor:0.5835;land:0.5830;road:0.5820;street:0.5820
000000498032.jpg,people:0.8198;adult:0.8198;consumer_electronics:0.1892;machine:0.1892;recreation:0.0540;clothing:0.0535;microphone:0.0493;teen:0.0466
000000498286.jpg,automobile:0.5191;machine:0.5191;vehicle:0.5191;car:0.5190;outdoor:0.4458;sky:0.4458;blue_sky:0.4458;animal:0.2388
000000498463.jpg,structure:0.9626;wood_processed:0.9102;appliance:0.8625;machine:0.8625;refrigerator:0.8623;furniture:0.8604;cabinet:0.8604;interior_room:0.2161
000000498709.jpg,machine:0.3067;vehicle:0.2971;motorcycle:0.2961;wheel:0.1707;plant:0.1704;tire:0.1694;palm_tree:0.1677;tree:0.1677
000000498747.jpg,people:0.9151;adult:0.9150;container:0.5576;bottle:0.5576;clothing:0.3141;jeans:0.2202;crowd:0.1162;hoodie:0.1072
000000498807.jpg,recreation:0.9742;sport:0.9742;sports_equipment:0.9689;wetsuit:0.9546;people:0.8165;adult:0.8164;surfboard:0.7407;watersport:0.6358
000000498857.jpg,outdoor:0.9445;land:0.8660;animal:0.8569;mammal:0.8569;ungulates:0.8569;giraffe:0.8569;park:0.8545;zoo:0.8545
000000498919.jpg,food:0.7100;fruit:0.7100;citrus_fruit:0.6909;oranges:0.6890;pear:0.3809;interior_room:0.2947;interior_shop:0.2947;apple:0.2808
000000499031.jpg,people:0.9419;adult:0.9419;clothing:0.9058;footwear:0.8313;shoes:0.8313;sandal:0.8306;jeans:0.6997;structure:0.4971
000000499109.jpg,food:0.9434;condiment:0.8814;seasonings:0.8814;pickle:0.8813;vegetable:0.8236;tomato:0.8223;utensil:0.4050;tableware:0.4050
000000499181.jpg,light:0.8910;traffic_light:0.8906;machine:0.7835;automobile:0.7835;vehicle:0.7835;car:0.7832;structure:0.6749;outdoor:0.6460
000000499266.jpg,consumer_electronics:0.6230;machine:0.6230;structure:0.5204;wood_processed:0.5171;people:0.3689;adult:0.3689;furniture:0.2110;table:0.2109
000000499313.jpg,tableware:0.9660;utensil:0.9660;plate:0.9634;structure:0.9445;wood_processed:0.9438;food:0.9277;pizza:0.9277;drinking_glass:0.5103
000000499622.jpg,people:0.8584;adult:0.8584;clothing:0.7437;headgear:0.7437;helmet:0.7437;machine:0.6553;vehicle:0.6089;motorcycle:0.6025
000000499768.jpg,structure:0.7514;land:0.6924;outdoor:0.6924;conveyance:0.6646;portal:0.6646;window:0.6646;hydrant:0.6255;grass:0.6138
000000499775.jpg,outdoor:0.8639;land:0.8637;path:0.7656;sidewalk:0.7656;road:0.7547;street:0.7544;machine:0.5854;vehicle:0.5854
000000500049.jpg,machine:0.9268;aircraft:0.9268;airplane:0.9268;vehicle:0.9268;outdoor:0.6999;land:0.6994;hill:0.6201;grass:0.5723
000000500211.jpg,clothesline:0.7251;cord:0.7251;outdoor:0.5725;sky:0.5508;blue_sky:0.5508;plant:0.5167;branch:0.5166;structure:0.4617
000000500257.jpg,people:0.9211;adult:0.9131;crowd:0.5337;machine:0.3770;vehicle:0.3770;stroller:0.3770;container:0.1970;luggage:0.1970
000000500270.jpg,recreation:0.8536;skating:0.8429;people:0.8013;adult:0.8013;skatepark:0.7671;skateboarding:0.7017;structure:0.6934;fence:0.6934
000000500423.jpg,machine:0.7158;vehicle:0.7158;train:0.7158;train_real:0.7158;structure:0.6312;train_station:0.6294;conveyance:0.1133;portal:0.1133
000000500464.jpg,structure:0.7712;bathroom:0.7604;interior_room:0.7604;washbasin:0.7393;material:0.6612;textile:0.6611;art:0.4656;decoration:0.4656
000000500477.jpg,animal:0.9707;mammal:0.9707;ungulates:0.9707;sheep:0.9707;grass:0.8828;land:0.8828;outdoor:0.8828;material:0.2435
000000500478.jpg,recreation:0.9739;sport:0.9668;ballgames:0.9668;baseball:0.9668;outdoor:0.8559;structure:0.8543;people:0.8235;adult:0.8198
000000500565.jpg,people:0.9599;adult:0.9302;child:0.7056;baby:0.6699;material:0.3398;textile:0.3398;clothing:0.1517;toy:0.1068
000000500613.jpg,outdoor:0.8713;blue_sky:0.8711;sky:0.8711;machine:0.7128;automobile:0.7089;vehicle:0.7089;firetruck:0.7036;truck:0.2986
000000500663.jpg,outdoor:0.9971;sky:0.9845;land:0.9491;blue_sky:0.9336;cloudy:0.9302;grass:0.9102;hill:0.7944;structure:0.5342
000000500716.jpg,people:0.8979;adult:0.8979;optical_equipment:0.4436;eyeglasses:0.4431;sunglasses:0.1108;goggles:0.0510;camera:0.0417;recreation:0.0269
000000500826.jpg,structure:0.9008;sign:0.8955;street_sign:0.8955;outdoor:0.8755;blue_sky:0.8755;sky:0.8755;conveyance:0.4558;portal:0.4558
000000501005.jpg,recreation:0.8693;sport:0.8693;people:0.8613;adult:0.8613;ballgames:0.8608;baseball:0.8608;baseball_bat:0.4690;sports_equipment:0.4690
000000501023.jpg,outdoor:0.6913;sky:0.6912;structure:0.6891;sign:0.6890;cloudy:0.5957;blue_sky:0.5850;street_sign:0.3508;plant:0.1519
000000501243.jpg,animal:0.8818;mammal:0.8818;ungulates:0.8818;zebra:0.8818;outdoor:0.3455;land:0.2908;park:0.2908;zoo:0.2908
000000501368.jpg,people:0.4698;adult:0.4697;cord:0.3394;material:0.1499;textile:0.1499;headphones:0.0449;clothing:0.0265;optical_equipment:0.0251
000000501523.jpg,animal:0.8247;cat:0.8247;feline:0.8247;mammal:0.8247;adult_cat:0.8247;structure:0.4417;furniture:0.4417;cabinet:0.4417
000000502136.jpg,structure:0.8490;conveyance:0.8486;portal:0.8486;door:0.8486;plant:0.7070;decorative_plant:0.7070;art:0.2211;decoration:0.2129
000000502168.jpg,outdoor:0.9448;sky:0.9448;liquid:0.9199;water:0.9199;water_body:0.9199;ocean:0.9199;cloudy:0.9194;blue_sky:0.7329
000000502229.jpg,structure:0.6920;outdoor:0.6346;building:0.6262;skyscraper:0.5767;sign:0.5464;billboards:0.5464;cityscape:0.4695;sky:0.3047
000000502336.jpg,people:0.8643;adult:0.8643;structure:0.8380;outdoor:0.7485;building:0.7402;storefront:0.7402;conveyance:0.7217;portal:0.7217
000000502347.jpg,outdoor:0.9698;sky:0.9297;blue_sky:0.9297;land:0.8584;hill:0.8584;structure:0.6945;pier:0.6807;liquid:0.4707
000000502599.jpg,machine:0.9082;aircraft:0.9082;airplane:0.9082;vehicle:0.9082;structure:0.4441;hangar:0.4431;fence:0.1255;material:0.1132
000000502732.jpg,structure:0.5835;cabinet:0.5498;furniture:0.5498;wood_processed:0.3855;machine:0.2931;appliance:0.2931;oven:0.2862;kitchen_oven:0.2856
000000502737.jpg,drink:0.7520;liquid:0.7520;beer:0.7520;tableware:0.6348;utensil:0.6348;drinking_glass:0.6348;clothing:0.4775;jeans:0.4775
000000502910.jpg,structure:0.5691;chalkboard:0.5591;conveyance:0.2916;portal:0.2916;door:0.2886;document:0.1707;handwriting:0.1707;material:0.1592
000000503755.jpg,recreation:0.9914;sport:0.9914;ballgames:0.9800;tennis:0.9800;people:0.9224;adult:0.9224;blue_sky:0.9199;outdoor:0.9199
000000503823.jpg,boat:0.7943;machine:0.7943;vehicle:0.7943;watercraft:0.7943;rowboat:0.7861;canoe:0.4023;liquid:0.2542;water:0.2542
000000503841.jpg,light:0.9385;traffic_light:0.9385;structure:0.4143;conveyance:0.4143;portal:0.4143;window:0.4143;plant:0.1636;foliage:0.1636
000000503855.jpg,land:0.9465;outdoor:0.9465;grass:0.9390;umbrella:0.8696;utensil:0.8696;structure:0.7032;fence:0.6055;wood_natural:0.5972
000000504000.jpg,outdoor:0.9728;blue_sky:0.9692;sky:0.9692;machine:0.9096;vehicle:0.9072;aircraft:0.9072;airplane:0.9072;people:0.7661
000000504074.jpg,people:0.8686;adult:0.8682;consumer_electronics:0.7702;machine:0.7702;computer:0.7700;laptop:0.7700;structure:0.6361;furniture:0.6054
000000504389.jpg,outdoor:0.9043;land:0.9043;grass:0.9043;people:0.6552;adult:0.5972;child:0.5049;teen:0.1479;recreation:0.1205
000000504415.jpg,people:0.8657;adult:0.8657;outdoor:0.8255;land:0.8255;grass:0.8232;automobile:0.7168;machine:0.7168;vehicle:0.7168
000000504439.jpg,animal:0.9727;mammal:0.9727;ungulates:0.9727;zebra:0.9727;structure:0.3208;wood_natural:0.3206;fence:0.2197;outdoor:0.1130
000000504580.jpg,animal:0.9688;giraffe:0.9688;mammal:0.9688;ungulates:0.9688;outdoor:0.5922;sky:0.5220;cloudy:0.5220;grass:0.4790
000000504589.jpg,frisbee:0.9233;toy:0.9233;outdoor:0.8644;land:0.8623;grass:0.8623;people:0.8614;adult:0.8613;recreation:0.5070
000000504635.jpg,animal:0.9360;mammal:0.9360;ungulates:0.9360;zebra:0.9360;grass:0.8281;land:0.8281;outdoor:0.8281;plant:0.0640
000000504711.jpg,tableware:0.7530;utensil:0.7530;fork:0.7344;plate:0.4558;food:0.4357;dessert:0.4303;brownie:0.4246;baked_goods:0.2070
